,variety
122315,Bordeaux-style Red Blend
59117,Pinot Noir
7538,Bordeaux-style Red Blend
31108,Cabernet Franc
116245,White Blend
68152,Chardonnay
23608,Nebbiolo
59190,Cabernet Sauvignon
127427,Bordeaux-style Red Blend
55756,Cabernet Sauvignon
116911,Tempranillo
55327,Bordeaux-style Red Blend
80757,Sangiovese
105671,Red Blend
58826,Red Blend
6215,Chardonnay
95315,Red Blend
7837,Tempranillo Blend
61043,Bordeaux-style Red Blend
414,Prosecco
112953,Chardonnay
28280,Monastrell
103462,Portuguese Red
121648,Pinot Noir
4764,Syrah
47872,Sauvignon Blanc
56136,Nebbiolo
10281,Rhône-style Red Blend
115291,Red Blend
74811,Cabernet Franc
111750,Petit Verdot
40424,Red Blend
51709,Zinfandel
2195,Sauvignon Blanc
16243,Sauvignon Blanc
70690,Nebbiolo
26753,Grenache Blanc
5292,Pinot Noir
87931,Bordeaux-style Red Blend
88200,Tempranillo
84967,Portuguese White
18713,Grüner Veltliner
99430,Chardonnay
127796,Sauvignon Blanc
7820,Sauvignon Blanc
83116,Sangiovese
34722,Pinot Noir
18169,Red Blend
76036,Primitivo
87779,Rosé
10596,Mourvèdre
84489,Bordeaux-style Red Blend
18718,Cabernet Sauvignon
44125,Turbiana
96859,Sangiovese Grosso
44976,Syrah
104824,Pinot Noir
10681,Cabernet Sauvignon
28676,Carmenère
19606,Sauvignon Blanc
67693,Pinot Gris
8844,Pinot Noir
26777,Red Blend
3265,Rosé
47280,Pinot Grigio
128819,Pinot Grigio
90072,Red Blend
33793,Pinot Noir
92180,Cabernet Sauvignon
74403,Tempranillo Blend
66239,Port
86542,Pinot Gris
112765,Chardonnay
21119,Merlot
106908,Tinta de Toro
2083,Malbec
71960,Chardonnay
19378,Bordeaux-style Red Blend
107377,Verdejo
33009,Chardonnay
123637,Chardonnay
63366,Sauvignon Blanc
49945,Sparkling Blend
2001,Syrah
128780,Gamay
97493,Pinot Nero
76647,Gewürztraminer
76694,Portuguese White
7067,Bordeaux-style White Blend
30676,Bordeaux-style Red Blend
38705,Riesling
190,Red Blend
9519,Pinot Noir
90129,Cabernet Sauvignon
47901,Pinot Noir
111958,Red Blend
99680,Cabernet Sauvignon
127199,Sauvignon Blanc
74637,Bordeaux-style White Blend
106600,Tempranillo Blend
29037,Nebbiolo
72238,Portuguese Red
62800,Nebbiolo
94224,Syrah
110218,Dolcetto
53324,Sangiovese
58748,Red Blend
36966,Red Blend
13317,Chardonnay
84882,Sauvignon Blanc
58845,Chardonnay
14610,Chardonnay
104,Red Blend
128443,Chardonnay
34317,Sangiovese
86555,Malbec
4773,Malbec
28372,Champagne Blend
125563,Sauvignon Blanc
16705,Malbec
38205,Portuguese Red
15250,Chardonnay
76645,Chardonnay
7080,Malbec
97900,Chenin Blanc
9038,Carmenère
32559,Rhône-style Red Blend
13625,Chardonnay
94746,Malbec
10155,Tempranillo
3682,Sauvignon Blanc
31655,Syrah
96972,Chardonnay
35093,Cabernet Sauvignon
77522,Sauvignon
30633,Rhône-style Red Blend
25589,Chardonnay
99425,Syrah
52562,Red Blend
3695,Sparkling Blend
84027,Pinot Noir
17081,Malbec
74797,Merlot
6862,Sparkling Blend
63745,Bordeaux-style Red Blend
111082,Red Blend
33281,Pinot Noir
38010,Pinot Noir
71668,Cabernet Sauvignon
115388,Pinot Noir
37186,Roussanne
88810,Chardonnay
17518,Bordeaux-style Red Blend
41780,Zinfandel
99172,Roussanne
66890,Malbec
11989,Pinot Noir
23872,Port
95799,Zweigelt
71682,Cabernet Sauvignon
64543,Prosecco
15930,Pinot Noir
84497,Mencía
71631,Rosé
5200,Pinot Noir
68012,Port
100321,Rhône-style Red Blend
20258,Red Blend
6235,Pinot Noir
52145,Sparkling Blend
58369,Port
51953,Pinotage
115022,Verdejo
113750,Portuguese Red
107372,Glera
98597,Sauvignon Blanc
41148,Malbec
124078,Nebbiolo
27286,Rosé
116150,Pinot Noir
45443,Syrah
74746,Chardonnay
105244,Mourvèdre
76330,Chardonnay
34176,Red Blend
126173,Cabernet Sauvignon
93536,Pinot Noir
104742,Chardonnay
28845,Bordeaux-style Red Blend
62270,Red Blend
110058,Cabernet Sauvignon
1129,Malbec
80400,Portuguese Red
71830,Aglianico
123012,Cabernet Sauvignon
4475,Chardonnay
118018,Cabernet Sauvignon
55009,Champagne Blend
89512,Merlot
114890,Chardonnay
123051,Sauvignon Blanc
27416,Cabernet Sauvignon
29904,Nero d'Avola
87388,Cabernet Sauvignon
36865,Syrah
47371,Bordeaux-style Red Blend
2509,Nebbiolo
71739,Bordeaux-style Red Blend
84619,Riesling
40784,Rosé
121255,Chardonnay
4298,Gewürztraminer
121086,Bordeaux-style Red Blend
38769,Chardonnay
95089,Pinot Noir
119717,Sangiovese
9589,Portuguese White
40978,Torrontés
55244,Portuguese White
53494,Champagne Blend
40330,Chardonnay
109762,Syrah
1104,Syrah
1005,Sauvignon Blanc
75877,Syrah
10741,Cabernet Sauvignon
56042,Tempranillo Blend
7329,Chardonnay
76421,Garganega
49060,Nebbiolo
98973,Sauvignon Blanc
76083,Red Blend
73021,Riesling
37708,Chardonnay
16570,Cabernet Sauvignon
113284,Cabernet Sauvignon
108413,Red Blend
106304,Sauvignon Blanc
90571,Rosé
49279,Grüner Veltliner
17360,Riesling
116345,Red Blend
124811,Bordeaux-style Red Blend
102172,Chardonnay
33947,Cabernet Sauvignon
18728,Merlot
17843,Riesling
67848,Chenin Blanc
109959,Turbiana
118749,Chardonnay
18809,Champagne Blend
29811,Portuguese Red
30824,Portuguese White
106075,Pinot Noir
11480,Pinot Grigio
13762,Primitivo
39648,Cabernet Sauvignon
122779,Riesling
56263,Carmenère
55907,Sauvignon Blanc
9130,Red Blend
108043,Cabernet Sauvignon
93578,Rosé
882,Cabernet Sauvignon
113801,Pinot Noir
107905,Malbec
99100,Zinfandel
50332,Sauvignon Blanc
121220,Pinot Noir
30242,Chardonnay
104488,Red Blend
59133,Riesling
94154,Red Blend
586,Pinot Blanc
124300,Syrah
15198,Pinot Noir
79504,Cabernet Franc
109566,Garganega
116966,Rosé
54695,Pinot Noir
127930,Cabernet Sauvignon
44624,Pinot Bianco
17609,Chardonnay
45717,Red Blend
118167,Rosé
79647,Rosé
30929,Pinot Noir
25320,Red Blend
43351,Pinot Noir
125066,Bordeaux-style Red Blend
6061,Cabernet Sauvignon
53295,Malbec
67661,Sparkling Blend
76351,Shiraz
47860,Portuguese Red
60476,Pinot Noir
40218,Pinot Gris
53134,Chardonnay
40054,Barbera
19424,Syrah
72634,Pinot Noir
107731,Champagne Blend
121941,Chardonnay
97627,Chardonnay
6946,Riesling
107691,Rosé
70781,Mencía
5938,Bordeaux-style Red Blend
36686,Nebbiolo
106996,Syrah
96319,Chardonnay
110836,Riesling
93501,Bordeaux-style Red Blend
82601,Sangiovese
113299,Pinot Noir
38714,Merlot
44349,Syrah
26109,Chardonnay
12645,Chardonnay
59642,Primitivo
84887,Nebbiolo
74988,Moscato
50520,Red Blend
78784,Rhône-style White Blend
40033,Prosecco
16312,Shiraz
49432,Cabernet Sauvignon
33600,Bordeaux-style Red Blend
23535,Sauvignon Blanc
101371,Merlot
117429,Pinot Gris
65803,Pinot Noir
19409,Cabernet Sauvignon
95754,Pinot Noir
40956,Red Blend
47555,Bordeaux-style White Blend
74134,Chenin Blanc
100088,Pinot Noir
53717,Chardonnay
94458,Zinfandel
103130,Cabernet Sauvignon
15067,Albariño
41284,Riesling
58058,Pinot Noir
16070,Pinot Grigio
16394,Riesling
25175,Pinot Gris
118989,White Blend
36652,Cabernet Sauvignon
70529,Cabernet Sauvignon
92369,Portuguese White
1194,Malbec
105012,Pinot Grigio
87405,Shiraz
128133,Red Blend
126221,Bordeaux-style Red Blend
33289,Red Blend
5334,Merlot
116320,Pinot Gris
26244,Red Blend
6248,Tempranillo
112500,Meritage
117394,Malbec
32628,Grenache
31023,Chardonnay
75673,Chardonnay
14928,Sauvignon Blanc
113861,Cabernet Franc
60825,Sangiovese
35644,Petite Sirah
15004,Barbera
75351,Shiraz
61144,Cabernet Sauvignon
52580,Rosé
62188,Nero d'Avola
90381,Pinot Blanc
98250,Chardonnay
10449,Chardonnay
49229,Pinot Bianco
62176,Red Blend
41147,Red Blend
50315,Pinot Noir
55392,Pinot Noir
18447,Dolcetto
10860,Tinta de Toro
64532,Merlot
8300,Grüner Veltliner
86617,Pinot Noir
113509,Bordeaux-style Red Blend
59441,Merlot
115683,Red Blend
43233,Cabernet Sauvignon
9781,Pinot Noir
123588,Pinot Noir
80548,Bordeaux-style Red Blend
61789,Sangiovese
64632,Cabernet Sauvignon
44699,Sangiovese Grosso
32875,Red Blend
13041,Chardonnay
128939,Gamay
71728,Rosé
59027,Pinot Noir
51563,Grüner Veltliner
114379,Cabernet Franc
29571,Chardonnay
96247,Pinot Noir
25385,Nebbiolo
2854,Malbec
107446,Merlot
119548,Cabernet Sauvignon
17660,Pinot Noir
113211,Pinot Noir
111013,Zinfandel
25431,Pinot Noir
8274,Pinot Noir
84366,Portuguese Red
111543,Tinta de Toro
23834,Torrontés
54497,Cabernet Franc
54251,Port
42296,Rosé
61825,Pinot Noir
77370,Riesling
109747,Sauvignon Blanc
81827,Nebbiolo
58501,Pinot Noir
78726,Red Blend
88154,Grüner Veltliner
1598,Red Blend
64785,White Blend
2814,Red Blend
21634,Riesling
17995,Chardonnay
57535,Pinot Noir
75461,Sparkling Blend
12935,Red Blend
52188,Red Blend
15902,Sauvignon Blanc
83805,Chardonnay
49907,Petite Sirah
20442,Melon
128595,Portuguese Red
88974,Barbera
455,Chardonnay
8985,Gewürztraminer
62243,Sauvignon Blanc
75481,White Blend
79132,Chardonnay
111630,Red Blend
44184,Tempranillo
18451,Nebbiolo
101041,Syrah
96818,Zinfandel
73915,Glera
31213,Chardonnay
17426,Champagne Blend
48097,Riesling
30879,Chardonnay
37377,Riesling
123182,Zinfandel
74138,Chardonnay
78569,Pinot Noir
17861,Zinfandel
76091,Red Blend
96891,Chardonnay
92942,Verdicchio
47966,"Corvina, Rondinella, Molinara"
96052,Red Blend
33144,White Blend
43146,Nebbiolo
61940,Pinot Noir
129128,Pinot Noir
119006,Red Blend
119341,Chardonnay
21795,Sémillon
21753,Malbec
117321,Cabernet Sauvignon
107264,Tempranillo
39929,Pinot Blanc
83787,Pinot Gris
33544,Cabernet Sauvignon
70257,Bordeaux-style Red Blend
103903,Pinot Noir
7757,Chardonnay
28754,Chardonnay
95823,Red Blend
93737,Pinot Noir
43815,Sauvignon Blanc
46978,Cabernet Sauvignon-Syrah
95183,Syrah
91369,Merlot
114796,Red Blend
74631,Cabernet Sauvignon
64074,Bordeaux-style Red Blend
106148,Red Blend
125520,Cabernet Sauvignon
92920,Sauvignon Blanc
20373,Rhône-style Red Blend
61110,Rosé
7113,Pinot Noir
31135,Pinot Gris
87930,Cabernet Franc
3969,Syrah
99753,Malbec
46188,Chardonnay
106347,Nebbiolo
33008,Pinot Grigio
83134,Pinot Noir
77341,Merlot
129606,Tempranillo
113833,Garnacha
121001,Sangiovese
2252,Cabernet Sauvignon
21916,Pinotage
9747,Syrah
122974,Gewürztraminer
38946,Cabernet Sauvignon
11382,Bordeaux-style Red Blend
105339,Syrah
3519,Champagne Blend
103490,Chardonnay
38461,Red Blend
65957,Pinot Noir
34338,Rosé
91479,Monastrell
101763,Bordeaux-style Red Blend
10683,Glera
75872,Sangiovese
83350,Champagne Blend
94129,Pinot Noir
22904,Cabernet Sauvignon
89672,Cabernet Sauvignon
64750,Cabernet Sauvignon
3209,Sparkling Blend
77103,Cabernet Sauvignon
75252,Rosé
115740,Syrah
26658,Meritage
114016,Pinot Noir
60533,Chardonnay
40941,Tempranillo
29514,Malbec
83515,Sparkling Blend
105897,Pinot Noir
41255,Grüner Veltliner
54981,Bordeaux-style Red Blend
72726,Blaufränkisch
37568,Syrah
74351,Bordeaux-style Red Blend
97506,Bordeaux-style Red Blend
50213,Bordeaux-style White Blend
26945,Tannat
120822,Rosé
100749,Albariño
71572,Pinot Noir
413,Prosecco
70128,Bordeaux-style Red Blend
31933,Sangiovese Grosso
44079,Sparkling Blend
76301,Tempranillo
51448,Riesling
109874,Chardonnay
123240,Zinfandel
38131,Pinot Gris
69020,Cabernet Sauvignon
4244,Chardonnay
21720,Chardonnay
29075,Torrontés
27734,Moscato
20846,Tempranillo
97076,Sangiovese
59532,Pinot Gris
123973,Red Blend
36186,Pinot Noir
69151,Gewürztraminer
16335,Cabernet Sauvignon
105701,Portuguese Red
46442,Bordeaux-style Red Blend
91866,Pinot Noir
99097,Zinfandel
2729,Pinot Blanc
26318,Nero d'Avola
95592,Pinot Noir
103781,White Blend
126579,Sangiovese
32521,Rosé
109178,Cabernet Sauvignon
10342,Albariño
68795,Sangiovese
100606,Prosecco
43558,Merlot
79388,Sauvignon Blanc
64833,Cabernet Sauvignon
123895,Chardonnay
37276,Riesling
11285,Portuguese White
113142,Rosé
32878,Pinot Noir
20811,Pinot Noir
90434,Chardonnay
70916,Albariño
92639,Red Blend
54791,Pinot Noir
128166,Red Blend
6555,Pinot Noir
35963,Sauvignon Blanc
4144,Aglianico
80917,Sparkling Blend
13235,White Blend
24943,Chardonnay
124528,Gamay
46413,Cabernet Franc
72283,Pinot Gris
87743,Red Blend
94018,Red Blend
65834,Viognier
13132,Sangiovese
9371,Tinta de Toro
111590,Sauvignon Blanc
119657,Riesling
62935,Grenache
28453,Cabernet Sauvignon
123884,Chardonnay
38901,Friulano
56698,Riesling
46431,Sauvignon Blanc
119643,Nebbiolo
101968,Chardonnay
54570,Pinot Gris
94810,Glera
2895,Pinot Noir
81644,Pinot Noir
109669,Chardonnay
9260,Riesling
121501,Sauvignon Blanc
34650,Syrah
75815,Zinfandel
47396,Chardonnay
64844,Viognier
129733,Pinot Noir
2408,Chardonnay
75506,Riesling
67327,"Corvina, Rondinella, Molinara"
57095,Cabernet Sauvignon
71531,Bordeaux-style Red Blend
39132,Champagne Blend
43828,Portuguese Red
72665,Rhône-style Red Blend
78005,Petit Verdot
38819,Pinot Noir
83341,Nebbiolo
38607,Pinot Gris
20512,Chenin Blanc
82122,Syrah
116066,Red Blend
80352,Bordeaux-style Red Blend
105510,Merlot
51705,Bordeaux-style Red Blend
76068,Red Blend
93586,White Blend
31907,Pinot Grigio
129612,Malbec
92805,Sauvignon Blanc
128836,Pinot Noir
99061,Red Blend
36586,Garganega
34445,Pinot Noir
55398,Chardonnay
56024,Riesling
89345,Riesling
4924,Vermentino
85526,Bordeaux-style Red Blend
89043,Nebbiolo
28028,Tannat
116379,Chardonnay
8543,Cabernet Franc
62458,Friulano
9036,Riesling
127446,Malbec
113761,Gewürztraminer
80449,Pinot Noir
11886,Riesling
57653,Sauvignon Blanc
105468,Cabernet Sauvignon
94127,Rhône-style Red Blend
103195,G-S-M
73051,Bordeaux-style Red Blend
12916,Bordeaux-style Red Blend
42682,Prosecco
77473,Chardonnay
71915,Sauvignon Blanc
87464,Cabernet Sauvignon
100795,Riesling
3472,Rhône-style White Blend
44933,Merlot
15197,Pinot Noir
23316,Tempranillo
34431,Port
29747,Sauvignon Blanc
112461,Grenache
67202,Chardonnay
46349,Nebbiolo
122385,Red Blend
77810,Pinot Noir
115180,Syrah
90473,Nebbiolo
94917,Cabernet Sauvignon
17713,Moscato
74185,Riesling
31851,Tempranillo
24543,Pinot Noir
59880,Pinot Noir
110296,Tempranillo
65492,Chardonnay
67073,Zinfandel
65905,Merlot
89959,Sparkling Blend
62294,Pinot Noir
15561,Riesling
121737,Chardonnay
88921,Cabernet Sauvignon
105677,Bordeaux-style Red Blend
86985,Sémillon
19711,Nebbiolo
48545,Pinot Noir
48985,Pinot Noir
122169,Bordeaux-style Red Blend
16053,Bordeaux-style Red Blend
14951,Rhône-style White Blend
45376,Nerello Mascalese
75162,White Blend
90373,Cabernet Sauvignon
109083,Pinot Grigio
97648,Chardonnay
35385,Bordeaux-style Red Blend
60451,Chardonnay
55431,Pinot Noir
79322,Grüner Veltliner
63334,Cabernet Sauvignon
43532,Cabernet Sauvignon
63914,Cabernet Sauvignon
15379,Bordeaux-style White Blend
15436,Malbec
102140,Chardonnay
19740,Pinot Noir
36762,Viognier
95517,Merlot
31256,Sangiovese
7931,Portuguese Red
67390,Rhône-style White Blend
6758,Riesling
14341,Chardonnay
102200,Port
44578,Sangiovese
115965,Pinot Noir
16561,Pinot Noir
128151,Malbec
34161,Pinot Noir
48328,Grüner Veltliner
125560,Bordeaux-style Red Blend
6767,Cabernet Sauvignon
91930,Cabernet Sauvignon
57263,Merlot
8721,Aglianico
76880,Rhône-style White Blend
15307,Chardonnay
126825,Pinot Noir
93253,Pinot Noir
54016,Portuguese Red
250,Cabernet Sauvignon
111835,Bordeaux-style Red Blend
121543,Chardonnay
77847,Syrah
75857,Cabernet Sauvignon
117807,Sauvignon Blanc
112315,Riesling
49234,Carmenère
59585,Cabernet Sauvignon
102278,Grenache
30105,Rhône-style Red Blend
105495,Cabernet Sauvignon
85024,Cabernet Sauvignon
12044,Sauvignon Blanc
71482,Zinfandel
64062,Tempranillo Blend
128680,Syrah
24540,Rhône-style Red Blend
106733,Gewürztraminer
78481,Syrah
105323,Pinot Noir
80553,Cabernet Sauvignon
129691,Chardonnay
118336,Chenin Blanc
11306,Cabernet Sauvignon
15009,Red Blend
121321,Sangiovese Grosso
104594,Sauvignon Blanc
101939,Turbiana
86596,Zinfandel
29269,Syrah
96486,Chardonnay
21500,Cabernet Sauvignon
30976,Chardonnay
61431,Portuguese White
25627,Cabernet Sauvignon
20534,Chardonnay
89304,Grenache
18881,Bordeaux-style Red Blend
58631,Pinot Noir
129027,Syrah
64883,Sangiovese
126886,Sauvignon Blanc
49715,Cabernet Franc
74903,Pinot Noir
21197,Sangiovese
43173,Riesling
8607,Portuguese Red
79357,Grenache
68090,Pinot Noir
64576,Pinot Noir
122608,Nerello Mascalese
72261,Pinot Noir
93376,Barbera
15865,Tempranillo
3608,Sauvignon Blanc
66676,Chardonnay
71371,Sangiovese
68386,Chardonnay
50308,Rosé
48584,Montepulciano
121362,Chardonnay
66088,Alvarinho
87728,Pinot Noir
31869,Tempranillo
90033,Riesling
12316,Pinot Noir
81063,Grenache
13761,Merlot
624,Red Blend
102753,Chardonnay
109829,Sparkling Blend
38038,Sparkling Blend
96804,Pinot Noir
67295,Chardonnay
57818,Pinot Noir
124444,Rhône-style White Blend
77594,Rosé
13221,Tempranillo
31497,Tempranillo Blend
16321,Chardonnay
41101,Cabernet Sauvignon
112516,White Blend
19841,Pinot Grigio
75436,Chardonnay
82244,Chardonnay
76921,Cabernet Sauvignon
75081,Malbec
97918,Cabernet Sauvignon
43788,Chardonnay
117238,Carmenère
95900,Glera
43478,Riesling
116442,Rosé
52322,Red Blend
102504,Viognier
89392,White Blend
93698,Gewürztraminer
25765,Pinot Noir
56170,Chardonnay
99602,Pinot Noir
46424,Pinot Noir
43650,Riesling
13213,Tempranillo
47997,Tempranillo
35238,Sauvignon Blanc
35756,Red Blend
8744,Pinot Noir
90433,Pinot Noir
6754,Pinot Noir
67657,Pinot Noir
115691,Merlot
25829,Pinot Noir
50922,Grüner Veltliner
97399,Portuguese White
115978,Pinot Grigio
109205,Bordeaux-style Red Blend
4292,Pinot Noir
122868,Rhône-style Red Blend
68459,Viognier
120077,Chardonnay
20015,Chardonnay
64804,Rhône-style Red Blend
96095,Merlot
18950,Gamay
7670,Chardonnay
25214,Chardonnay
38842,Bordeaux-style Red Blend
82136,Chardonnay
125052,Rosé
121472,Vermentino
35989,Red Blend
40752,Grenache
105816,Muscat
52850,Bordeaux-style Red Blend
56502,Chardonnay
110930,Riesling
53566,Melon
5459,Cabernet Franc
50866,Cabernet Sauvignon
93400,Nebbiolo
55444,Chardonnay
87214,Mencía
30806,Pinot Noir
46723,Bordeaux-style Red Blend
73171,Portuguese White
29252,Nebbiolo
93137,Chardonnay
115862,Chardonnay
50567,Rosé
46114,Pinot Noir
128606,Rosé
127318,Pinot Noir
17669,Chardonnay
53107,Sparkling Blend
91779,Pinot Noir
38645,Pinot Noir
78151,Pinot Noir
121392,Red Blend
41428,Port
64594,Sparkling Blend
5328,Syrah
107979,Red Blend
116380,Bordeaux-style Red Blend
102917,Sangiovese
11094,Pinot Noir
114057,Cabernet Franc
58046,Pinot Noir
78765,Pinot Noir
109711,Sparkling Blend
42212,Rhône-style Red Blend
97026,White Blend
76214,Portuguese Red
77727,Chardonnay
124659,Pinot Noir
7599,Viognier
6305,Red Blend
37092,Riesling
44918,Chardonnay
235,Syrah
75579,Pinot Gris
42479,Glera
33262,Red Blend
72615,Sangiovese
97119,Red Blend
48436,Sauvignon Blanc
83861,Portuguese Red
118515,Rhône-style Red Blend
117704,Cabernet Franc
118044,Malbec
98160,Nero d'Avola
82011,Sauvignon Blanc
53129,Grenache Blanc
56454,Cabernet Sauvignon
45201,Portuguese Red
33961,Chardonnay
19601,Primitivo
5671,Grüner Veltliner
88421,Red Blend
26832,Mourvèdre
90122,Rhône-style Red Blend
75861,Chardonnay
7655,Viognier
27685,Pinot Grigio
128097,Red Blend
82347,Cabernet Sauvignon
26905,Riesling
78608,Champagne Blend
93320,Cabernet Sauvignon
28133,Pinot Noir
48577,Cabernet Sauvignon
79489,Cabernet Sauvignon
119956,Chardonnay
42414,Rosé
17595,Barbera
81188,Sauvignon Blanc
108132,Pinot Noir
43715,Pinot Noir
93851,Sauvignon Blanc
45056,"Corvina, Rondinella, Molinara"
108708,Zinfandel
85914,Malbec
108689,Champagne Blend
89347,White Blend
37554,Portuguese Red
3511,Pinot Noir
3745,Merlot
62371,Bordeaux-style Red Blend
73506,Port
89599,Pinot Noir
4590,Syrah
74648,Barbera
79483,Rosé
50178,Bordeaux-style Red Blend
45677,Red Blend
26941,White Blend
30667,Pinot Noir
20962,Riesling
94533,Greco
5800,Malbec
70962,Sauvignon Blanc
71761,Cabernet Sauvignon
9607,Grenache
65092,Bordeaux-style Red Blend
120795,Chardonnay
4251,Cabernet Sauvignon
5561,White Blend
106751,Bordeaux-style Red Blend
117325,Sangiovese
92004,Chardonnay
73871,Pinot Noir
60974,Tempranillo Blend
28198,Cabernet Sauvignon
99984,Cabernet Sauvignon
50950,Cabernet Sauvignon
122760,Syrah
17073,Pinotage
46242,Barbera
90203,Portuguese White
41824,Bordeaux-style Red Blend
57433,Pinot Nero
121516,Cabernet Franc
85948,Pinot Grigio
85767,Glera
58830,Sangiovese
89720,Carmenère
51536,Sauvignon Blanc
57625,Red Blend
7159,Prosecco
68750,Riesling
78170,Red Blend
36985,Syrah
13550,Chardonnay
10450,Red Blend
47571,Petite Sirah
23152,Red Blend
64426,White Blend
102965,Pinot Noir
8,Gewürztraminer
78092,Blaufränkisch
108226,Sangiovese
43522,Rosé
9238,Pinot Noir
88725,Pinot Noir
38968,Pinot Noir
3268,Bordeaux-style White Blend
102032,Pinot Noir
99211,Merlot
70350,Viognier
48776,Friulano
12753,Syrah
50980,Rhône-style Red Blend
15948,Cabernet Sauvignon
113106,Pinot Noir
69897,Dolcetto
68125,Chardonnay
50771,Bordeaux-style Red Blend
126590,Sauvignon Blanc
706,Rosé
49939,Gamay
58680,Pinot Noir
86347,Carmenère
66335,Merlot
85219,Zinfandel
116982,Petit Verdot
44650,Sauvignon Blanc
77572,Cabernet Sauvignon
64249,Red Blend
42694,Shiraz
116399,Portuguese Red
54717,Nebbiolo
17254,Gewürztraminer
123251,Chardonnay
42134,Chardonnay
14603,Sparkling Blend
69096,Tempranillo
28803,Zinfandel
65607,Rhône-style Red Blend
72190,Gamay
36906,Pinot Noir
5346,Cabernet Sauvignon
95938,Pinot Grigio
110867,Glera
2819,Merlot
115021,Riesling
71808,Riesling
94089,Nero d'Avola
4629,Pinot Noir
98262,Chardonnay
55464,Rosé
83579,Cabernet Sauvignon
44758,Cabernet Sauvignon
128307,Sangiovese
117963,Riesling
51548,Petite Sirah
6414,Sauvignon Blanc
90576,Pinot Gris
14999,Melon
64499,Chardonnay
29071,Rhône-style Red Blend
30803,Pinot Noir
54120,Pinot Noir
70475,Riesling
52459,Sangiovese Grosso
32276,Nebbiolo
37060,Zinfandel
93971,Pinot Gris
8110,Bordeaux-style Red Blend
9524,Mourvèdre
79994,Chardonnay
9648,Sauvignon Blanc
96663,Red Blend
27978,Red Blend
83614,Verdicchio
74409,White Blend
25550,Syrah
125004,Portuguese Red
81901,Cabernet Sauvignon
29147,Red Blend
65049,Grenache
98937,Chardonnay
60089,Merlot
83161,Cabernet Sauvignon
82620,Petite Sirah
21999,Gamay
56214,Chardonnay
84180,Bordeaux-style White Blend
58523,Chardonnay
34001,Nebbiolo
17634,Chenin Blanc
76925,Cabernet Sauvignon
77362,Meritage
126610,Pinot Noir
14379,Red Blend
119936,Cabernet Sauvignon
4394,Cabernet Sauvignon
8183,Red Blend
28110,Grenache
8138,Zinfandel
112269,Bordeaux-style Red Blend
3362,Cabernet Sauvignon
125533,Pinot Gris
56610,Sauvignon Blanc
120206,Pinot Bianco
31755,Bordeaux-style Red Blend
82797,Cabernet Sauvignon
85032,Vermentino
35786,Carmenère
55138,Tempranillo
22204,White Blend
60193,Tempranillo Blend
109255,Gewürztraminer
60899,Shiraz
56751,Chardonnay
84510,Pinot Noir
100529,Petite Sirah
118568,Chardonnay
64590,Merlot
123303,Cabernet Sauvignon
58430,White Blend
43879,Champagne Blend
97497,White Blend
5379,Cabernet Sauvignon
128477,Bordeaux-style Red Blend
120201,Bordeaux-style Red Blend
80148,Malbec
117099,Red Blend
67763,Grüner Veltliner
117934,Tempranillo Blend
30691,Merlot
28149,Zinfandel
53955,Pinot Noir
53230,Bordeaux-style Red Blend
75669,Bordeaux-style Red Blend
103351,Zinfandel
60279,Red Blend
47211,Sauvignon Blanc
93561,Portuguese White
69868,Pinot Grigio
50883,Riesling
26170,Pinot Noir
59910,Malbec
88295,Merlot
41562,Syrah
46479,Chardonnay
125609,Rosé
80286,Bordeaux-style Red Blend
112134,Cabernet Sauvignon
11844,Merlot
121376,Gamay
99950,Cabernet Sauvignon
19946,Sauvignon
126887,Albariño
71706,Champagne Blend
96772,Merlot
121436,Pinot Noir
121791,Sauvignon Blanc
32673,Cabernet Sauvignon
103199,Bordeaux-style Red Blend
99919,Tempranillo
120048,Red Blend
122098,Cabernet Sauvignon
121561,Riesling
71085,Portuguese White
80330,Rosé
36554,Chardonnay
30555,Sauvignon Blanc
5658,Pinot Noir
76848,Red Blend
19427,Riesling
65584,Sparkling Blend
43118,Chardonnay
129185,Bordeaux-style Red Blend
41784,Pinot Noir
91312,Bordeaux-style Red Blend
97385,Rosé
57245,Blaufränkisch
56556,"Corvina, Rondinella, Molinara"
80305,Sauvignon Blanc
45101,Chardonnay
75606,Syrah
127698,Chardonnay
23378,Syrah
100426,Cabernet Sauvignon
13840,Chardonnay
82716,Pinot Noir
39640,Cabernet Sauvignon
54637,Syrah
51283,Chenin Blanc
106689,White Blend
16924,Meritage
70526,Riesling
71667,Sauvignon Blanc
74332,White Blend
61489,Riesling
109359,Shiraz
53054,Chardonnay
29971,Cabernet Sauvignon
82421,Riesling
64803,Chardonnay
31750,Verdicchio
25088,Rhône-style White Blend
104565,Albariño
19485,Portuguese White
87008,Bordeaux-style Red Blend
37204,Nerello Mascalese
27623,Zinfandel
108805,Nebbiolo
69139,Cabernet Sauvignon
118458,Red Blend
18366,Gamay
34558,Tempranillo
1047,Merlot
22542,Gewürztraminer
125657,Cabernet Sauvignon
105947,Pinot Grigio
112670,Riesling
59656,Chardonnay
57571,Pinot Noir
53422,Rhône-style Red Blend
6162,Bordeaux-style White Blend
128454,Aglianico
121557,Pinot Noir
90554,Red Blend
57910,Chardonnay
31624,Red Blend
52722,Chardonnay
126820,Red Blend
25099,Petite Sirah
26005,Red Blend
